Date,Result,Top prize,Source,Number1,Number2,Number3,Number4
2025-09-27,"8, 2, 0, 5","$5,000 ",LotteryUSA,8.0,2.0,0.0,5.0
2025-09-26,"2, 3, 7, 9","$5,000 ",LotteryUSA,2.0,3.0,7.0,9.0
2025-09-25,"7, 3, 4, 9","$5,000 ",LotteryUSA,7.0,3.0,4.0,9.0
2025-09-24,"7, 9, 7, 8","$5,000 ",LotteryUSA,7.0,9.0,7.0,8.0
2025-09-23,"4, 1, 9, 8","$5,000 ",LotteryUSA,4.0,1.0,9.0,8.0
2025-09-22,"0, 3, 3, 3","$5,000 ",LotteryUSA,0.0,3.0,3.0,3.0
2025-09-21,"7, 2, 9, 7","$5,000 ",LotteryUSA,7.0,2.0,9.0,7.0
2025-09-20,"9, 7, 1, 9","$5,000 ",LotteryUSA,9.0,7.0,1.0,9.0
2025-09-19,"9, 6, 1, 9","$5,000 ",LotteryUSA,9.0,6.0,1.0,9.0
2025-09-18,"8, 0, 4, 9","$5,000 ",LotteryUSA,8.0,0.0,4.0,9.0
2025-09-17,"0, 0, 5, 0","$5,000 ",LotteryUSA,0.0,0.0,5.0,0.0
2025-09-16,"2, 5, 1, 0","$5,000 ",LotteryUSA,2.0,5.0,1.0,0.0
2025-09-15,"0, 3, 4, 8","$5,000 ",LotteryUSA,0.0,3.0,4.0,8.0
2025-09-14,"4, 1, 8, 1","$5,000 ",LotteryUSA,4.0,1.0,8.0,1.0
2025-09-13,"1, 9, 0, 6","$5,000 ",LotteryUSA,1.0,9.0,0.0,6.0
2025-09-12,"2, 8, 9, 4","$5,000 ",LotteryUSA,2.0,8.0,9.0,4.0
2025-09-11,"1, 2, 7, 0","$5,000 ",LotteryUSA,1.0,2.0,7.0,0.0
2025-09-10,"4, 0, 4, 8","$5,000 ",LotteryUSA,4.0,0.0,4.0,8.0
2025-09-09,"4, 6, 1, 7","$5,000 ",LotteryUSA,4.0,6.0,1.0,7.0
2025-09-08,"1, 8, 2, 9","$5,000 ",LotteryUSA,1.0,8.0,2.0,9.0
2025-09-07,"4, 8, 8, 0","$5,000 ",LotteryUSA,4.0,8.0,8.0,0.0
2025-09-06,"6, 8, 3, 7","$5,000 ",LotteryUSA,6.0,8.0,3.0,7.0
2025-09-05,"1, 6, 0, 3","$5,000 ",LotteryUSA,1.0,6.0,0.0,3.0
2025-09-04,"4, 9, 3, 8","$5,000 ",LotteryUSA,4.0,9.0,3.0,8.0
2025-09-03,"6, 3, 6, 8","$5,000 ",LotteryUSA,6.0,3.0,6.0,8.0
2025-09-02,"5, 1, 4, 5","$5,000 ",LotteryUSA,5.0,1.0,4.0,5.0
2025-09-01,"4, 0, 4, 1","$5,000 ",LotteryUSA,4.0,0.0,4.0,1.0
2025-08-31,"7, 6, 5, 0","$5,000 ",LotteryUSA,7.0,6.0,5.0,0.0
2025-08-30,"8, 6, 7, 7","$5,000 ",LotteryUSA,8.0,6.0,7.0,7.0
2025-08-29,"0, 1, 6, 6","$5,000 ",LotteryUSA,0.0,1.0,6.0,6.0
2025-08-28,"8, 1, 2, 3","$5,000 ",LotteryUSA,8.0,1.0,2.0,3.0
2025-08-27,"5, 3, 6, 3","$5,000 ",LotteryUSA,5.0,3.0,6.0,3.0
2025-08-26,"4, 9, 7, 6","$5,000 ",LotteryUSA,4.0,9.0,7.0,6.0
2025-08-25,"8, 9, 4, 8","$5,000 ",LotteryUSA,8.0,9.0,4.0,8.0
2025-08-24,"8, 4, 7, 7","$5,000 ",LotteryUSA,8.0,4.0,7.0,7.0
2025-08-23,"8, 0, 6, 8","$5,000 ",LotteryUSA,8.0,0.0,6.0,8.0
2025-08-22,"9, 7, 3, 7","$5,000 ",LotteryUSA,9.0,7.0,3.0,7.0
2025-08-21,"6, 6, 9, 1","$5,000 ",LotteryUSA,6.0,6.0,9.0,1.0
2025-08-20,"7, 8, 5, 8","$5,000 ",LotteryUSA,7.0,8.0,5.0,8.0
2025-08-19,"5, 4, 2, 1","$5,000 ",LotteryUSA,5.0,4.0,2.0,1.0
2025-08-18,"6, 7, 7, 3","$5,000 ",LotteryUSA,6.0,7.0,7.0,3.0
2025-08-17,"4, 5, 1, 7","$5,000 ",LotteryUSA,4.0,5.0,1.0,7.0
2025-08-16,"1, 8, 8, 5","$5,000 ",LotteryUSA,1.0,8.0,8.0,5.0
2025-08-15,"9, 5, 1, 7","$5,000 ",LotteryUSA,9.0,5.0,1.0,7.0
2025-08-14,"7, 4, 5, 6","$5,000 ",LotteryUSA,7.0,4.0,5.0,6.0
2025-08-13,"9, 4, 4, 8","$5,000 ",LotteryUSA,9.0,4.0,4.0,8.0
2025-08-12,"1, 2, 0, 7","$5,000 ",LotteryUSA,1.0,2.0,0.0,7.0
2025-08-11,"4, 8, 8, 5","$5,000 ",LotteryUSA,4.0,8.0,8.0,5.0
2025-08-10,"3, 9, 8, 4","$5,000 ",LotteryUSA,3.0,9.0,8.0,4.0
2025-08-09,"9, 5, 2, 1","$5,000 ",LotteryUSA,9.0,5.0,2.0,1.0
2025-08-08,"0, 2, 1, 3","$5,000 ",LotteryUSA,0.0,2.0,1.0,3.0
2025-08-07,"1, 8, 0, 5","$5,000 ",LotteryUSA,1.0,8.0,0.0,5.0
2025-08-06,"5, 1, 2, 0","$5,000 ",LotteryUSA,5.0,1.0,2.0,0.0
2025-08-05,"6, 0, 2, 6","$5,000 ",LotteryUSA,6.0,0.0,2.0,6.0
2025-08-04,"1, 2, 8, 2","$5,000 ",LotteryUSA,1.0,2.0,8.0,2.0
2025-08-03,"7, 4, 4, 4","$5,000 ",LotteryUSA,7.0,4.0,4.0,4.0
2025-08-02,"4, 0, 4, 8","$5,000 ",LotteryUSA,4.0,0.0,4.0,8.0
2025-08-01,"8, 2, 2, 0","$5,000 ",LotteryUSA,8.0,2.0,2.0,0.0
2025-07-31,"6, 2, 6, 9","$5,000 ",LotteryUSA,6.0,2.0,6.0,9.0
2025-07-30,"2, 9, 3, 9","$5,000 ",LotteryUSA,2.0,9.0,3.0,9.0
2025-07-29,"0, 9, 3, 1","$5,000 ",LotteryUSA,0.0,9.0,3.0,1.0
2025-07-28,"4, 2, 0, 3","$5,000 ",LotteryUSA,4.0,2.0,0.0,3.0
2025-07-27,"9, 8, 3, 9","$5,000 ",LotteryUSA,9.0,8.0,3.0,9.0
2025-07-26,"7, 3, 5, 8","$5,000 ",LotteryUSA,7.0,3.0,5.0,8.0
2025-07-25,"5, 2, 7, 1","$5,000 ",LotteryUSA,5.0,2.0,7.0,1.0
2025-07-24,"9, 3, 8, 8","$5,000 ",LotteryUSA,9.0,3.0,8.0,8.0
2025-07-23,"9, 3, 8, 5","$5,000 ",LotteryUSA,9.0,3.0,8.0,5.0
2025-07-22,"6, 7, 1, 9","$5,000 ",LotteryUSA,6.0,7.0,1.0,9.0
2025-07-21,"1, 2, 1, 3","$5,000 ",LotteryUSA,1.0,2.0,1.0,3.0
2025-07-20,"8, 5, 2, 7","$5,000 ",LotteryUSA,8.0,5.0,2.0,7.0
2025-07-19,"1, 8, 2, 2","$5,000 ",LotteryUSA,1.0,8.0,2.0,2.0
2025-07-18,"1, 2, 3, 1","$5,000 ",LotteryUSA,1.0,2.0,3.0,1.0
2025-07-17,"4, 1, 0, 8","$5,000 ",LotteryUSA,4.0,1.0,0.0,8.0
2025-07-16,"5, 5, 5, 3","$5,000 ",LotteryUSA,5.0,5.0,5.0,3.0
2025-07-15,"7, 8, 8, 7","$5,000 ",LotteryUSA,7.0,8.0,8.0,7.0
2025-07-14,"9, 6, 9, 9","$5,000 ",LotteryUSA,9.0,6.0,9.0,9.0
2025-07-13,"4, 1, 2, 1","$5,000 ",LotteryUSA,4.0,1.0,2.0,1.0
2025-07-12,"9, 5, 0, 5","$5,000 ",LotteryUSA,9.0,5.0,0.0,5.0
2025-07-11,"8, 5, 3, 1","$5,000 ",LotteryUSA,8.0,5.0,3.0,1.0
2025-07-10,"3, 8, 7, 7","$5,000 ",LotteryUSA,3.0,8.0,7.0,7.0
2025-07-09,"5, 7, 2, 9","$5,000 ",LotteryUSA,5.0,7.0,2.0,9.0
2025-07-08,"3, 4, 8, 0","$5,000 ",LotteryUSA,3.0,4.0,8.0,0.0
2025-07-07,"7, 4, 4, 9","$5,000 ",LotteryUSA,7.0,4.0,4.0,9.0
2025-07-06,"2, 0, 3, 3","$5,000 ",LotteryUSA,2.0,0.0,3.0,3.0
2025-07-05,"3, 4, 8, 2","$5,000 ",LotteryUSA,3.0,4.0,8.0,2.0
2025-07-04,"8, 0, 2, 6","$5,000 ",LotteryUSA,8.0,0.0,2.0,6.0
2025-07-03,"9, 9, 1, 9","$5,000 ",LotteryUSA,9.0,9.0,1.0,9.0
2025-07-02,"4, 4, 1, 1","$5,000 ",LotteryUSA,4.0,4.0,1.0,1.0
2025-07-01,"8, 6, 6, 6","$5,000 ",LotteryUSA,8.0,6.0,6.0,6.0
2025-06-30,"3, 3, 8, 0","$5,000 ",LotteryUSA,3.0,3.0,8.0,0.0
2025-06-29,"8, 1, 3, 1","$5,000 ",LotteryUSA,8.0,1.0,3.0,1.0
2025-06-28,"3, 4, 9, 4","$5,000 ",LotteryUSA,3.0,4.0,9.0,4.0
2025-06-27,"0, 7, 2, 5","$5,000 ",LotteryUSA,0.0,7.0,2.0,5.0
2025-06-26,"9, 3, 0, 0","$5,000 ",LotteryUSA,9.0,3.0,0.0,0.0
2025-06-25,"3, 0, 5, 8","$5,000 ",LotteryUSA,3.0,0.0,5.0,8.0
2025-06-24,"3, 2, 3, 3","$5,000 ",LotteryUSA,3.0,2.0,3.0,3.0
2025-06-23,"1, 2, 0, 2","$5,000 ",LotteryUSA,1.0,2.0,0.0,2.0
2025-06-22,"7, 2, 4, 9","$5,000 ",LotteryUSA,7.0,2.0,4.0,9.0
2025-06-21,"8, 3, 7, 7","$5,000 ",LotteryUSA,8.0,3.0,7.0,7.0
2025-06-20,"7, 4, 2, 0","$5,000 ",LotteryUSA,7.0,4.0,2.0,0.0
2025-06-19,"3, 7, 0, 8","$5,000 ",LotteryUSA,3.0,7.0,0.0,8.0
2025-06-18,"6, 4, 7, 5","$5,000 ",LotteryUSA,6.0,4.0,7.0,5.0
2025-06-17,"1, 4, 8, 2","$5,000 ",LotteryUSA,1.0,4.0,8.0,2.0
2025-06-16,"3, 3, 9, 4","$5,000 ",LotteryUSA,3.0,3.0,9.0,4.0
2025-06-15,"6, 7, 1, 6","$5,000 ",LotteryUSA,6.0,7.0,1.0,6.0
2025-06-14,"0, 0, 5, 7","$5,000 ",LotteryUSA,0.0,0.0,5.0,7.0
2025-06-13,"7, 8, 9, 7","$5,000 ",LotteryUSA,7.0,8.0,9.0,7.0
2025-06-12,"9, 1, 0, 6","$5,000 ",LotteryUSA,9.0,1.0,0.0,6.0
2025-06-11,"6, 1, 6, 8","$5,000 ",LotteryUSA,6.0,1.0,6.0,8.0
2025-06-10,"6, 9, 7, 5","$5,000 ",LotteryUSA,6.0,9.0,7.0,5.0
2025-06-09,"7, 7, 6, 9","$5,000 ",LotteryUSA,7.0,7.0,6.0,9.0
2025-06-08,"4, 7, 8, 2","$5,000 ",LotteryUSA,4.0,7.0,8.0,2.0
2025-06-07,"8, 2, 7, 4","$5,000 ",LotteryUSA,8.0,2.0,7.0,4.0
2025-06-06,"5, 0, 2, 6","$5,000 ",LotteryUSA,5.0,0.0,2.0,6.0
2025-06-05,"4, 1, 0, 5","$5,000 ",LotteryUSA,4.0,1.0,0.0,5.0
2025-06-04,"4, 4, 3, 1","$5,000 ",LotteryUSA,4.0,4.0,3.0,1.0
2025-06-03,"1, 4, 4, 8","$5,000 ",LotteryUSA,1.0,4.0,4.0,8.0
2025-06-02,"5, 3, 6, 5","$5,000 ",LotteryUSA,5.0,3.0,6.0,5.0
2025-06-01,"1, 0, 5, 6","$5,000 ",LotteryUSA,1.0,0.0,5.0,6.0
2025-05-31,"1, 8, 4, 3","$5,000 ",LotteryUSA,1.0,8.0,4.0,3.0
2025-05-30,"4, 7, 9, 8","$5,000 ",LotteryUSA,4.0,7.0,9.0,8.0
2025-05-29,"1, 4, 5, 1","$5,000 ",LotteryUSA,1.0,4.0,5.0,1.0
2025-05-28,"5, 4, 1, 6","$5,000 ",LotteryUSA,5.0,4.0,1.0,6.0
2025-05-27,"3, 8, 4, 5","$5,000 ",LotteryUSA,3.0,8.0,4.0,5.0
2025-05-26,"4, 9, 9, 7","$5,000 ",LotteryUSA,4.0,9.0,9.0,7.0
2025-05-25,"1, 2, 2, 2","$5,000 ",LotteryUSA,1.0,2.0,2.0,2.0
2025-05-24,"4, 2, 7, 5","$5,000 ",LotteryUSA,4.0,2.0,7.0,5.0
2025-05-23,"4, 2, 1, 9","$5,000 ",LotteryUSA,4.0,2.0,1.0,9.0
2025-05-22,"0, 3, 1, 9","$5,000 ",LotteryUSA,0.0,3.0,1.0,9.0
2025-05-21,"5, 6, 8, 5","$5,000 ",LotteryUSA,5.0,6.0,8.0,5.0
2025-05-20,"1, 9, 6, 1","$5,000 ",LotteryUSA,1.0,9.0,6.0,1.0
2025-05-19,"1, 5, 1, 0","$5,000 ",LotteryUSA,1.0,5.0,1.0,0.0
2025-05-18,"7, 4, 0, 8","$5,000 ",LotteryUSA,7.0,4.0,0.0,8.0
2025-05-17,"0, 9, 6, 1","$5,000 ",LotteryUSA,0.0,9.0,6.0,1.0
2025-05-16,"6, 2, 2, 4","$5,000 ",LotteryUSA,6.0,2.0,2.0,4.0
2025-05-15,"3, 2, 8, 8","$5,000 ",LotteryUSA,3.0,2.0,8.0,8.0
2025-05-14,"1, 5, 7, 0","$5,000 ",LotteryUSA,1.0,5.0,7.0,0.0
2025-05-13,"4, 6, 4, 7","$5,000 ",LotteryUSA,4.0,6.0,4.0,7.0
2025-05-12,"0, 4, 8, 5","$5,000 ",LotteryUSA,0.0,4.0,8.0,5.0
2025-05-11,"6, 2, 7, 3","$5,000 ",LotteryUSA,6.0,2.0,7.0,3.0
2025-05-10,"6, 3, 1, 5","$5,000 ",LotteryUSA,6.0,3.0,1.0,5.0
2025-05-09,"7, 5, 7, 5","$5,000 ",LotteryUSA,7.0,5.0,7.0,5.0
2025-05-08,"0, 4, 2, 0","$5,000 ",LotteryUSA,0.0,4.0,2.0,0.0
2025-05-07,"9, 0, 4, 4","$5,000 ",LotteryUSA,9.0,0.0,4.0,4.0
2025-05-06,"6, 2, 2, 1","$5,000 ",LotteryUSA,6.0,2.0,2.0,1.0
2025-05-05,"6, 6, 1, 4","$5,000 ",LotteryUSA,6.0,6.0,1.0,4.0
2025-05-04,"8, 2, 4, 0","$5,000 ",LotteryUSA,8.0,2.0,4.0,0.0
2025-05-03,"2, 4, 5, 6","$5,000 ",LotteryUSA,2.0,4.0,5.0,6.0
2025-05-02,"3, 1, 8, 8","$5,000 ",LotteryUSA,3.0,1.0,8.0,8.0
2025-05-01,"2, 8, 3, 2","$5,000 ",LotteryUSA,2.0,8.0,3.0,2.0
2025-04-30,"5, 1, 5, 3","$5,000 ",LotteryUSA,5.0,1.0,5.0,3.0
2025-04-29,"8, 0, 9, 5","$5,000 ",LotteryUSA,8.0,0.0,9.0,5.0
2025-04-28,"8, 9, 6, 4","$5,000 ",LotteryUSA,8.0,9.0,6.0,4.0
2025-04-27,"8, 0, 8, 0","$5,000 ",LotteryUSA,8.0,0.0,8.0,0.0
2025-04-26,"7, 0, 4, 0","$5,000 ",LotteryUSA,7.0,0.0,4.0,0.0
2025-04-25,"4, 0, 4, 7","$5,000 ",LotteryUSA,4.0,0.0,4.0,7.0
2025-04-24,"3, 1, 7, 6","$5,000 ",LotteryUSA,3.0,1.0,7.0,6.0
2025-04-23,"0, 7, 2, 5","$5,000 ",LotteryUSA,0.0,7.0,2.0,5.0
2025-04-22,"4, 7, 0, 4","$5,000 ",LotteryUSA,4.0,7.0,0.0,4.0
2025-04-21,"6, 8, 3, 6","$5,000 ",LotteryUSA,6.0,8.0,3.0,6.0
2025-04-20,"7, 4, 8, 3","$5,000 ",LotteryUSA,7.0,4.0,8.0,3.0
2025-04-19,"5, 9, 8, 2","$5,000 ",LotteryUSA,5.0,9.0,8.0,2.0
2025-04-18,"5, 9, 9, 1","$5,000 ",LotteryUSA,5.0,9.0,9.0,1.0
2025-04-17,"4, 9, 8, 2","$5,000 ",LotteryUSA,4.0,9.0,8.0,2.0
2025-04-16,"3, 2, 5, 0","$5,000 ",LotteryUSA,3.0,2.0,5.0,0.0
2025-04-15,"2, 2, 0, 3","$5,000 ",LotteryUSA,2.0,2.0,0.0,3.0
2025-04-14,"4, 8, 6, 3","$5,000 ",LotteryUSA,4.0,8.0,6.0,3.0
2025-04-13,"6, 4, 8, 1","$5,000 ",LotteryUSA,6.0,4.0,8.0,1.0
2025-04-12,"1, 6, 3, 0","$5,000 ",LotteryUSA,1.0,6.0,3.0,0.0
2025-04-11,"4, 2, 1, 3","$5,000 ",LotteryUSA,4.0,2.0,1.0,3.0
2025-04-10,"3, 3, 2, 3","$5,000 ",LotteryUSA,3.0,3.0,2.0,3.0
2025-04-09,"3, 4, 9, 4","$5,000 ",LotteryUSA,3.0,4.0,9.0,4.0
2025-04-08,"3, 3, 3, 8","$5,000 ",LotteryUSA,3.0,3.0,3.0,8.0
2025-04-07,"0, 8, 2, 0","$5,000 ",LotteryUSA,0.0,8.0,2.0,0.0
2025-04-06,"5, 4, 2, 3","$5,000 ",LotteryUSA,5.0,4.0,2.0,3.0
2025-04-05,"7, 4, 9, 5","$5,000 ",LotteryUSA,7.0,4.0,9.0,5.0
2025-04-04,"6, 5, 8, 7","$5,000 ",LotteryUSA,6.0,5.0,8.0,7.0
2025-04-03,"8, 2, 9, 3","$5,000 ",LotteryUSA,8.0,2.0,9.0,3.0
2025-04-02,"0, 0, 3, 8","$5,000 ",LotteryUSA,0.0,0.0,3.0,8.0
2025-04-01,"8, 3, 6, 5","$5,000 ",LotteryUSA,8.0,3.0,6.0,5.0
2025-03-31,"4, 2, 5, 1","$5,000 ",LotteryUSA,4.0,2.0,5.0,1.0
2025-03-30,"1, 0, 8, 5","$5,000 ",LotteryUSA,1.0,0.0,8.0,5.0
2025-03-29,"5, 6, 5, 5","$5,000 ",LotteryUSA,5.0,6.0,5.0,5.0
2025-03-28,"0, 1, 4, 4","$5,000 ",LotteryUSA,0.0,1.0,4.0,4.0
2025-03-27,"1, 0, 2, 6","$5,000 ",LotteryUSA,1.0,0.0,2.0,6.0
2025-03-26,"2, 1, 6, 4","$5,000 ",LotteryUSA,2.0,1.0,6.0,4.0
2025-03-25,"2, 5, 7, 7","$5,000 ",LotteryUSA,2.0,5.0,7.0,7.0
2025-03-24,"7, 1, 4, 4","$5,000 ",LotteryUSA,7.0,1.0,4.0,4.0
2025-03-23,"8, 6, 0, 5","$5,000 ",LotteryUSA,8.0,6.0,0.0,5.0
2025-03-22,"2, 9, 3, 9","$5,000 ",LotteryUSA,2.0,9.0,3.0,9.0
2025-03-21,"0, 3, 7, 5","$5,000 ",LotteryUSA,0.0,3.0,7.0,5.0
2025-03-20,"9, 4, 4, 7","$5,000 ",LotteryUSA,9.0,4.0,4.0,7.0
2025-03-19,"0, 2, 3, 1","$5,000 ",LotteryUSA,0.0,2.0,3.0,1.0
2025-03-18,"2, 6, 5, 4","$5,000 ",LotteryUSA,2.0,6.0,5.0,4.0
2025-03-17,"0, 5, 4, 9","$5,000 ",LotteryUSA,0.0,5.0,4.0,9.0
2025-03-16,"7, 7, 2, 4","$5,000 ",LotteryUSA,7.0,7.0,2.0,4.0
2025-03-15,"5, 8, 0, 0","$5,000 ",LotteryUSA,5.0,8.0,0.0,0.0
2025-03-14,"1, 9, 7, 3","$5,000 ",LotteryUSA,1.0,9.0,7.0,3.0
2025-03-13,"1, 5, 3, 1","$5,000 ",LotteryUSA,1.0,5.0,3.0,1.0
2025-03-12,"7, 3, 7, 1","$5,000 ",LotteryUSA,7.0,3.0,7.0,1.0
2025-03-11,"5, 7, 2, 7","$5,000 ",LotteryUSA,5.0,7.0,2.0,7.0
2025-03-10,"9, 6, 3, 6","$5,000 ",LotteryUSA,9.0,6.0,3.0,6.0
2025-03-09,"8, 7, 7, 6","$5,000 ",LotteryUSA,8.0,7.0,7.0,6.0
2025-03-08,"6, 1, 4, 0","$5,000 ",LotteryUSA,6.0,1.0,4.0,0.0
2025-03-07,"3, 9, 7, 0","$5,000 ",LotteryUSA,3.0,9.0,7.0,0.0
2025-03-06,"6, 4, 0, 6","$5,000 ",LotteryUSA,6.0,4.0,0.0,6.0
2025-03-05,"9, 7, 2, 2","$5,000 ",LotteryUSA,9.0,7.0,2.0,2.0
2025-03-04,"8, 7, 7, 4","$5,000 ",LotteryUSA,8.0,7.0,7.0,4.0
2025-03-03,"3, 7, 0, 7","$5,000 ",LotteryUSA,3.0,7.0,0.0,7.0
2025-03-02,"9, 5, 3, 4","$5,000 ",LotteryUSA,9.0,5.0,3.0,4.0
2025-03-01,"2, 6, 3, 1","$5,000 ",LotteryUSA,2.0,6.0,3.0,1.0
2025-02-28,"5, 2, 0, 5","$5,000 ",LotteryUSA,5.0,2.0,0.0,5.0
2025-02-27,"9, 6, 7, 0","$5,000 ",LotteryUSA,9.0,6.0,7.0,0.0
2025-02-26,"4, 0, 2, 0","$5,000 ",LotteryUSA,4.0,0.0,2.0,0.0
2025-02-25,"7, 4, 6, 6","$5,000 ",LotteryUSA,7.0,4.0,6.0,6.0
2025-02-24,"5, 2, 3, 0","$5,000 ",LotteryUSA,5.0,2.0,3.0,0.0
2025-02-23,"3, 2, 1, 5","$5,000 ",LotteryUSA,3.0,2.0,1.0,5.0
2025-02-22,"8, 7, 5, 7","$5,000 ",LotteryUSA,8.0,7.0,5.0,7.0
2025-02-21,"3, 7, 5, 8","$5,000 ",LotteryUSA,3.0,7.0,5.0,8.0
2025-02-20,"4, 4, 0, 3","$5,000 ",LotteryUSA,4.0,4.0,0.0,3.0
2025-02-19,"8, 5, 4, 1","$5,000 ",LotteryUSA,8.0,5.0,4.0,1.0
2025-02-18,"4, 0, 7, 1","$5,000 ",LotteryUSA,4.0,0.0,7.0,1.0
2025-02-17,"7, 9, 7, 1","$5,000 ",LotteryUSA,7.0,9.0,7.0,1.0
2025-02-16,"7, 8, 3, 0","$5,000 ",LotteryUSA,7.0,8.0,3.0,0.0
2025-02-15,"7, 2, 6, 2","$5,000 ",LotteryUSA,7.0,2.0,6.0,2.0
2025-02-14,"5, 1, 3, 6","$5,000 ",LotteryUSA,5.0,1.0,3.0,6.0
2025-02-13,"7, 4, 3, 2","$5,000 ",LotteryUSA,7.0,4.0,3.0,2.0
2025-02-12,"5, 3, 3, 6","$5,000 ",LotteryUSA,5.0,3.0,3.0,6.0
2025-02-11,"0, 1, 2, 7","$5,000 ",LotteryUSA,0.0,1.0,2.0,7.0
2025-02-10,"4, 9, 0, 1","$5,000 ",LotteryUSA,4.0,9.0,0.0,1.0
2025-02-09,"2, 9, 6, 5","$5,000 ",LotteryUSA,2.0,9.0,6.0,5.0
2025-02-08,"8, 4, 9, 5","$5,000 ",LotteryUSA,8.0,4.0,9.0,5.0
2025-02-07,"3, 8, 5, 7","$5,000 ",LotteryUSA,3.0,8.0,5.0,7.0
2025-02-06,"8, 7, 1, 5","$5,000 ",LotteryUSA,8.0,7.0,1.0,5.0
2025-02-05,"8, 9, 1, 7","$5,000 ",LotteryUSA,8.0,9.0,1.0,7.0
2025-02-04,"2, 8, 4, 1","$5,000 ",LotteryUSA,2.0,8.0,4.0,1.0
2025-02-03,"0, 2, 0, 8","$5,000 ",LotteryUSA,0.0,2.0,0.0,8.0
2025-02-02,"5, 5, 8, 9","$5,000 ",LotteryUSA,5.0,5.0,8.0,9.0
2025-02-01,"2, 7, 3, 6","$5,000 ",LotteryUSA,2.0,7.0,3.0,6.0
2025-01-31,"5, 3, 6, 6","$5,000 ",LotteryUSA,5.0,3.0,6.0,6.0
2025-01-30,"7, 9, 8, 6","$5,000 ",LotteryUSA,7.0,9.0,8.0,6.0
2025-01-29,"1, 5, 0, 2","$5,000 ",LotteryUSA,1.0,5.0,0.0,2.0
2025-01-28,"0, 6, 3, 1","$5,000 ",LotteryUSA,0.0,6.0,3.0,1.0
2025-01-27,"3, 0, 4, 2","$5,000 ",LotteryUSA,3.0,0.0,4.0,2.0
2025-01-26,"9, 3, 0, 0","$5,000 ",LotteryUSA,9.0,3.0,0.0,0.0
2025-01-25,"2, 4, 4, 4","$5,000 ",LotteryUSA,2.0,4.0,4.0,4.0
