Date,Result,Top prize,Source,Number1,Number2,Number3
2025-09-08,"6, 7, 2",$500 ,LotteryUSA,,,
2025-09-07,"8, 1, 4",$500 ,LotteryUSA,,,
2025-09-06,"6, 4, 9",$500 ,LotteryUSA,,,
2025-09-05,"2, 4, 6",$500 ,LotteryUSA,,,
2025-09-04,"5, 4, 5",$500 ,LotteryUSA,,,
2025-09-03,"9, 6, 0",$500 ,LotteryUSA,,,
2025-09-02,"9, 7, 0",$500 ,LotteryUSA,,,
2025-09-01,"2, 1, 6",$500 ,LotteryUSA,,,
2025-08-31,"5, 9, 7",$500 ,LotteryUSA,,,
2025-08-30,"2, 3, 0",$500 ,LotteryUSA,,,
2025-08-29,"2, 3, 6",$500 ,LotteryUSA,,,
2025-08-28,"8, 4, 7",$500 ,LotteryUSA,,,
2025-08-27,"4, 7, 0",$500 ,LotteryUSA,,,
2025-08-26,"4, 0, 5",$500 ,LotteryUSA,,,
2025-08-25,"2, 6, 4",$500 ,LotteryUSA,,,
2025-08-24,"7, 8, 3",$500 ,LotteryUSA,,,
2025-08-23,"8, 7, 9",$500 ,LotteryUSA,,,
2025-08-22,"0, 9, 4",$500 ,LotteryUSA,,,
2025-08-21,"6, 1, 7",$500 ,LotteryUSA,,,
2025-08-20,"7, 2, 8",$500 ,LotteryUSA,,,
2025-08-19,"6, 4, 3",$500 ,LotteryUSA,,,
2025-08-18,"1, 0, 2",$500 ,LotteryUSA,,,
2025-08-17,"9, 4, 6",$500 ,LotteryUSA,,,
2025-08-16,"8, 7, 2",$500 ,LotteryUSA,,,
2025-08-15,"5, 0, 3",$500 ,LotteryUSA,,,
2025-08-14,"4, 0, 2",$500 ,LotteryUSA,,,
2025-08-13,"0, 5, 7",$500 ,LotteryUSA,,,
2025-08-12,"3, 2, 8",$500 ,LotteryUSA,,,
2025-08-11,"8, 6, 4",$500 ,LotteryUSA,,,
2025-08-10,"3, 0, 1",$500 ,LotteryUSA,,,
2025-08-09,"5, 2, 0",$500 ,LotteryUSA,,,
2025-08-08,"8, 0, 5",$500 ,LotteryUSA,,,
2025-08-07,"1, 4, 0",$500 ,LotteryUSA,,,
2025-08-06,"4, 5, 3",$500 ,LotteryUSA,,,
2025-08-05,"9, 5, 6",$500 ,LotteryUSA,,,
2025-08-04,"4, 7, 5",$500 ,LotteryUSA,,,
2025-08-03,"6, 5, 8",$500 ,LotteryUSA,,,
2025-08-02,"5, 9, 7",$500 ,LotteryUSA,,,
2025-08-01,"5, 3, 2",$500 ,LotteryUSA,,,
2025-07-31,"3, 2, 4",$500 ,LotteryUSA,,,
2025-07-30,"3, 2, 8",$500 ,LotteryUSA,,,
2025-07-29,"7, 3, 5",$500 ,LotteryUSA,,,
2025-07-28,"5, 8, 6",$500 ,LotteryUSA,,,
2025-07-27,"4, 8, 0",$500 ,LotteryUSA,,,
2025-07-26,"6, 6, 6",$500 ,LotteryUSA,,,
2025-07-25,"5, 2, 5",$500 ,LotteryUSA,,,
2025-07-24,"2, 5, 1",$500 ,LotteryUSA,,,
2025-07-23,"5, 5, 8",$500 ,LotteryUSA,,,
2025-07-22,"0, 1, 6",$500 ,LotteryUSA,,,
2025-07-21,"4, 0, 9",$500 ,LotteryUSA,,,
2025-07-20,"5, 9, 5",$500 ,LotteryUSA,,,
2025-07-19,"1, 2, 3",$500 ,LotteryUSA,,,
2025-07-18,"8, 3, 3",$500 ,LotteryUSA,,,
2025-07-17,"3, 4, 5",$500 ,LotteryUSA,,,
2025-07-16,"7, 7, 6",$500 ,LotteryUSA,,,
2025-07-15,"3, 6, 2",$500 ,LotteryUSA,,,
2025-07-14,"0, 1, 8",$500 ,LotteryUSA,,,
2025-07-13,"7, 9, 0",$500 ,LotteryUSA,,,
2025-07-12,"2, 2, 7",$500 ,LotteryUSA,,,
2025-07-11,"9, 0, 6",$500 ,LotteryUSA,,,
2025-07-10,"3, 0, 8",$500 ,LotteryUSA,,,
2025-07-09,"6, 0, 0",$500 ,LotteryUSA,,,
2025-07-08,"3, 6, 9",$500 ,LotteryUSA,,,
2025-07-07,"8, 9, 7",$500 ,LotteryUSA,,,
2025-07-06,"3, 1, 8",$500 ,LotteryUSA,,,
2025-07-05,"4, 0, 1",$500 ,LotteryUSA,,,
2025-07-04,"8, 6, 9",$500 ,LotteryUSA,,,
2025-07-03,"9, 8, 4",$500 ,LotteryUSA,,,
2025-07-02,"6, 4, 4",$500 ,LotteryUSA,,,
2025-07-01,"9, 0, 7",$500 ,LotteryUSA,,,
2025-06-30,"7, 0, 5",$500 ,LotteryUSA,,,
2025-06-29,"4, 4, 6",$500 ,LotteryUSA,,,
2025-06-28,"0, 8, 0",$500 ,LotteryUSA,,,
2025-06-27,"6, 3, 1",$500 ,LotteryUSA,,,
2025-06-26,"6, 9, 3",$500 ,LotteryUSA,,,
2025-06-25,"1, 9, 9",$500 ,LotteryUSA,,,
2025-06-24,"2, 1, 3",$500 ,LotteryUSA,,,
2025-06-23,"9, 6, 4",$500 ,LotteryUSA,,,
2025-06-22,"7, 0, 0",$500 ,LotteryUSA,,,
2025-06-21,"2, 8, 0",$500 ,LotteryUSA,,,
2025-06-20,"1, 1, 7",$500 ,LotteryUSA,,,
2025-06-19,"1, 5, 6",$500 ,LotteryUSA,,,
2025-06-18,"2, 1, 6",$500 ,LotteryUSA,,,
2025-06-17,"3, 3, 9",$500 ,LotteryUSA,,,
2025-06-16,"2, 3, 9",$500 ,LotteryUSA,,,
2025-06-15,"8, 0, 2",$500 ,LotteryUSA,,,
2025-06-14,"1, 9, 4",$500 ,LotteryUSA,,,
2025-06-13,"8, 0, 1",$500 ,LotteryUSA,,,
2025-06-12,"4, 5, 2",$500 ,LotteryUSA,,,
2025-06-11,"7, 8, 1",$500 ,LotteryUSA,,,
2025-06-10,"3, 4, 6",$500 ,LotteryUSA,,,
2025-06-09,"8, 6, 5",$500 ,LotteryUSA,,,
2025-06-08,"1, 4, 8",$500 ,LotteryUSA,,,
2025-06-07,"7, 6, 2",$500 ,LotteryUSA,,,
2025-06-06,"6, 5, 3",$500 ,LotteryUSA,,,
2025-06-05,"1, 0, 2",$500 ,LotteryUSA,,,
2025-06-04,"9, 3, 5",$500 ,LotteryUSA,,,
2025-06-03,"8, 9, 2",$500 ,LotteryUSA,,,
2025-06-02,"0, 3, 9",$500 ,LotteryUSA,,,
2025-06-01,"9, 4, 1",$500 ,LotteryUSA,,,
2025-05-31,"2, 3, 4",$500 ,LotteryUSA,,,
2025-05-30,"7, 7, 7",$500 ,LotteryUSA,,,
2025-05-29,"3, 8, 9",$500 ,LotteryUSA,,,
2025-05-28,"4, 5, 4",$500 ,LotteryUSA,,,
2025-05-27,"8, 0, 6",$500 ,LotteryUSA,,,
2025-05-26,"2, 5, 3",$500 ,LotteryUSA,,,
2025-05-25,"5, 9, 5",$500 ,LotteryUSA,,,
2025-05-24,"9, 6, 6",$500 ,LotteryUSA,,,
2025-05-23,"7, 4, 1",$500 ,LotteryUSA,,,
2025-05-22,"7, 3, 3",$500 ,LotteryUSA,,,
2025-05-21,"1, 2, 4",$500 ,LotteryUSA,,,
2025-05-20,"4, 3, 2",$500 ,LotteryUSA,,,
2025-05-19,"2, 9, 8",$500 ,LotteryUSA,,,
2025-05-18,"9, 8, 1",$500 ,LotteryUSA,,,
2025-05-17,"2, 3, 6",$500 ,LotteryUSA,,,
2025-05-16,"6, 2, 2",$500 ,LotteryUSA,,,
2025-05-15,"4, 9, 9",$500 ,LotteryUSA,,,
2025-05-14,"4, 4, 9",$500 ,LotteryUSA,,,
2025-05-13,"0, 5, 5",$500 ,LotteryUSA,,,
2025-05-12,"5, 4, 6",$500 ,LotteryUSA,,,
2025-05-11,"7, 7, 4",$500 ,LotteryUSA,,,
2025-05-10,"7, 6, 4",$500 ,LotteryUSA,,,
2025-05-09,"3, 6, 1",$500 ,LotteryUSA,,,
2025-05-08,"5, 8, 9",$500 ,LotteryUSA,,,
2025-05-07,"9, 4, 9",$500 ,LotteryUSA,,,
2025-05-06,"6, 5, 8",$500 ,LotteryUSA,,,
2025-05-05,"9, 8, 7",$500 ,LotteryUSA,,,
2025-05-04,"1, 1, 6",$500 ,LotteryUSA,,,
2025-05-03,"9, 9, 1",$500 ,LotteryUSA,,,
2025-05-02,"3, 4, 9",$500 ,LotteryUSA,,,
2025-05-01,"4, 0, 2",$500 ,LotteryUSA,,,
2025-04-30,"0, 4, 4",$500 ,LotteryUSA,,,
2025-04-29,"6, 1, 9",$500 ,LotteryUSA,,,
2025-04-28,"6, 2, 6",$500 ,LotteryUSA,,,
2025-04-27,"2, 7, 3",$500 ,LotteryUSA,,,
2025-04-26,"7, 6, 2",$500 ,LotteryUSA,,,
2025-04-25,"4, 1, 8",$500 ,LotteryUSA,,,
2025-04-24,"3, 5, 2",$500 ,LotteryUSA,,,
2025-04-23,"9, 7, 1",$500 ,LotteryUSA,,,
2025-04-22,"1, 9, 1",$500 ,LotteryUSA,,,
2025-04-21,"3, 0, 4",$500 ,LotteryUSA,,,
2025-04-20,"0, 4, 4",$500 ,LotteryUSA,,,
2025-04-19,"9, 6, 8",$500 ,LotteryUSA,,,
2025-04-18,"4, 8, 5",$500 ,LotteryUSA,,,
2025-04-17,"6, 4, 4",$500 ,LotteryUSA,,,
2025-04-16,"2, 0, 0",$500 ,LotteryUSA,,,
2025-04-15,"3, 4, 8",$500 ,LotteryUSA,,,
2025-04-14,"3, 6, 1",$500 ,LotteryUSA,,,
2025-04-13,"4, 6, 4",$500 ,LotteryUSA,,,
2025-04-12,"6, 9, 7",$500 ,LotteryUSA,,,
2025-04-11,"2, 9, 8",$500 ,LotteryUSA,,,
2025-04-10,"3, 7, 2",$500 ,LotteryUSA,,,
2025-04-09,"3, 2, 9",$500 ,LotteryUSA,,,
2025-04-08,"2, 2, 1",$500 ,LotteryUSA,,,
2025-04-07,"5, 2, 7",$500 ,LotteryUSA,,,
2025-04-06,"8, 3, 9",$500 ,LotteryUSA,,,
2025-04-05,"1, 6, 5",$500 ,LotteryUSA,,,
2025-04-04,"6, 7, 5",$500 ,LotteryUSA,,,
2025-04-03,"7, 3, 6",$500 ,LotteryUSA,,,
2025-04-02,"5, 7, 7",$500 ,LotteryUSA,,,
2025-04-01,"2, 7, 9",$500 ,LotteryUSA,,,
2025-03-31,"9, 4, 2",$500 ,LotteryUSA,,,
2025-03-30,"0, 5, 9",$500 ,LotteryUSA,,,
2025-03-29,"1, 5, 1",$500 ,LotteryUSA,,,
2025-03-28,"1, 5, 9",$500 ,LotteryUSA,,,
2025-03-27,"9, 7, 2",$500 ,LotteryUSA,,,
2025-03-26,"6, 3, 3",$500 ,LotteryUSA,,,
2025-03-25,"7, 4, 7",$500 ,LotteryUSA,,,
2025-03-24,"1, 8, 6",$500 ,LotteryUSA,,,
2025-03-23,"4, 5, 1",$500 ,LotteryUSA,,,
2025-03-22,"5, 2, 5",$500 ,LotteryUSA,,,
2025-03-21,"3, 3, 7",$500 ,LotteryUSA,,,
2025-03-20,"8, 6, 5",$500 ,LotteryUSA,,,
2025-03-19,"4, 5, 1",$500 ,LotteryUSA,,,
2025-03-18,"1, 9, 1",$500 ,LotteryUSA,,,
2025-03-17,"3, 4, 7",$500 ,LotteryUSA,,,
2025-03-16,"7, 8, 0",$500 ,LotteryUSA,,,
2025-03-15,"3, 3, 3",$500 ,LotteryUSA,,,
2025-03-14,"2, 6, 8",$500 ,LotteryUSA,,,
2025-03-13,"8, 1, 5",$500 ,LotteryUSA,,,
2025-03-12,"8, 6, 5",$500 ,LotteryUSA,,,
2025-03-11,"3, 2, 5",$500 ,LotteryUSA,,,
2025-03-10,"8, 8, 8",$500 ,LotteryUSA,,,
2025-03-09,"3, 4, 6",$500 ,LotteryUSA,,,
2025-03-08,"5, 2, 5",$500 ,LotteryUSA,,,
2025-03-07,"3, 6, 9",$500 ,LotteryUSA,,,
2025-03-06,"6, 9, 1",$500 ,LotteryUSA,,,
2025-03-05,"7, 8, 5",$500 ,LotteryUSA,,,
2025-03-04,"7, 5, 9",$500 ,LotteryUSA,,,
2025-03-03,"7, 1, 7",$500 ,LotteryUSA,,,
2025-03-02,"9, 8, 6",$500 ,LotteryUSA,,,
2025-03-01,"6, 9, 3",$500 ,LotteryUSA,,,
2025-02-28,"5, 8, 7",$500 ,LotteryUSA,,,
2025-02-27,"5, 0, 8",$500 ,LotteryUSA,,,
2025-02-26,"6, 3, 8",$500 ,LotteryUSA,,,
2025-02-25,"3, 1, 3",$500 ,LotteryUSA,,,
2025-02-24,"8, 7, 9",$500 ,LotteryUSA,,,
2025-02-23,"6, 3, 1",$500 ,LotteryUSA,,,
2025-02-22,"6, 8, 2",$500 ,LotteryUSA,,,
2025-02-21,"2, 1, 0",$500 ,LotteryUSA,,,
2025-02-20,"2, 4, 2",$500 ,LotteryUSA,,,
2025-02-19,"0, 8, 7",$500 ,LotteryUSA,,,
2025-02-18,"9, 4, 9",$500 ,LotteryUSA,,,
2025-02-17,"3, 3, 9",$500 ,LotteryUSA,,,
2025-02-16,"3, 0, 6",$500 ,LotteryUSA,,,
2025-02-15,"6, 3, 0",$500 ,LotteryUSA,,,
2025-02-14,"3, 6, 1",$500 ,LotteryUSA,,,
2025-02-13,"2, 3, 4",$500 ,LotteryUSA,,,
2025-02-12,"0, 7, 2",$500 ,LotteryUSA,,,
2025-02-11,"2, 5, 7",$500 ,LotteryUSA,,,
2025-02-10,"1, 6, 8",$500 ,LotteryUSA,,,
2025-02-09,"2, 5, 3",$500 ,LotteryUSA,,,
2025-02-08,"9, 4, 6",$500 ,LotteryUSA,,,
2025-02-07,"3, 8, 1",$500 ,LotteryUSA,,,
2025-02-06,"3, 3, 3",$500 ,LotteryUSA,,,
2025-02-05,"1, 1, 8",$500 ,LotteryUSA,,,
2025-02-04,"1, 7, 7",$500 ,LotteryUSA,,,
2025-02-03,"8, 6, 8",$500 ,LotteryUSA,,,
2025-02-02,"1, 9, 0",$500 ,LotteryUSA,,,
2025-02-01,"0, 3, 1",$500 ,LotteryUSA,,,
2025-01-31,"8, 4, 6",$500 ,LotteryUSA,,,
2025-01-30,"5, 9, 4",$500 ,LotteryUSA,,,
2025-01-29,"8, 1, 5",$500 ,LotteryUSA,,,
2025-01-28,"1, 5, 7",$500 ,LotteryUSA,,,
2025-01-27,"0, 3, 5",$500 ,LotteryUSA,,,
2025-01-26,"4, 6, 6",$500 ,LotteryUSA,,,
2025-01-25,"0, 1, 3",$500 ,LotteryUSA,,,
2025-01-24,"4, 6, 5",$500 ,LotteryUSA,,,
2025-01-23,"9, 6, 0",$500 ,LotteryUSA,,,
2025-01-22,"0, 5, 4",$500 ,LotteryUSA,,,
2025-01-21,"7, 0, 5",$500 ,LotteryUSA,,,
2025-01-20,"9, 8, 6",$500 ,LotteryUSA,,,
2025-01-19,"0, 9, 3",$500 ,LotteryUSA,,,
2025-01-18,"1, 9, 7",$500 ,LotteryUSA,,,
2025-01-17,"3, 4, 7",$500 ,LotteryUSA,,,
2025-01-16,"2, 2, 7",$500 ,LotteryUSA,,,
2025-01-15,"3, 8, 0",$500 ,LotteryUSA,,,
2025-01-14,"7, 6, 1",$500 ,LotteryUSA,,,
2025-01-13,"8, 5, 8",$500 ,LotteryUSA,,,
2025-01-12,"2, 7, 8",$500 ,LotteryUSA,,,
2025-01-11,"1, 2, 6",$500 ,LotteryUSA,,,
2025-01-10,"4, 7, 0",$500 ,LotteryUSA,,,
2025-01-09,"8, 0, 9",$500 ,LotteryUSA,,,
2025-01-08,"1, 5, 2",$500 ,LotteryUSA,,,
2025-01-07,"7, 5, 2",$500 ,LotteryUSA,,,
2025-01-06,"5, 5, 9",$500 ,LotteryUSA,,,
2025-01-05,"0, 4, 4",$500 ,LotteryUSA,,,
2025-01-04,"9, 4, 2",$500 ,LotteryUSA,,,
2025-01-03,"8, 7, 2",$500 ,LotteryUSA,,,
2025-01-02,"9, 3, 3",$500 ,LotteryUSA,,,
2025-01-01,"1, 0, 8",$500 ,LotteryUSA,,,
2024-12-31,"6, 9, 3",$500 ,LotteryUSA,,,
2024-12-30,"4, 3, 7",$500 ,LotteryUSA,,,
2024-12-29,"9, 7, 7",$500 ,LotteryUSA,,,
2024-12-28,"4, 8, 4",$500 ,LotteryUSA,,,
2024-12-27,"5, 1, 7",$500 ,LotteryUSA,,,
2024-12-26,"1, 3, 6",$500 ,LotteryUSA,,,
2024-12-25,"9, 8, 2",$500 ,LotteryUSA,,,
2024-12-24,"7, 8, 0",$500 ,LotteryUSA,,,
2024-12-23,"1, 9, 4",$500 ,LotteryUSA,,,
2024-12-22,"3, 4, 4",$500 ,LotteryUSA,,,
2024-12-21,"5, 8, 5",$500 ,LotteryUSA,,,
2024-12-20,"9, 9, 6",$500 ,LotteryUSA,,,
2024-12-19,"4, 5, 4",$500 ,LotteryUSA,,,
2024-12-18,"3, 6, 0",$500 ,LotteryUSA,,,
2024-12-17,"7, 2, 6",$500 ,LotteryUSA,,,
2024-12-16,"0, 1, 8",$500 ,LotteryUSA,,,
2024-12-15,"8, 2, 9",$500 ,LotteryUSA,,,
2024-12-14,"1, 9, 7",$500 ,LotteryUSA,,,
2024-12-13,"9, 8, 7",$500 ,LotteryUSA,,,
2024-12-12,"2, 3, 1",$500 ,LotteryUSA,,,
2024-12-11,"8, 3, 7",$500 ,LotteryUSA,,,
2024-12-10,"6, 3, 8",$500 ,LotteryUSA,,,
2024-12-09,"0, 1, 4",$500 ,LotteryUSA,,,
2024-12-08,"9, 2, 5",$500 ,LotteryUSA,,,
2024-12-07,"5, 9, 7",$500 ,LotteryUSA,,,
2024-12-06,"4, 5, 0",$500 ,LotteryUSA,,,
2024-12-05,"8, 3, 9",$500 ,LotteryUSA,,,
2024-12-04,"1, 1, 3",$500 ,LotteryUSA,,,
2024-12-03,"8, 1, 1",$500 ,LotteryUSA,,,
2024-12-02,"6, 7, 4",$500 ,LotteryUSA,,,
2024-12-01,"4, 3, 5",$500 ,LotteryUSA,,,
2024-11-30,"9, 4, 2",$500 ,LotteryUSA,,,
2024-11-29,"5, 1, 8",$500 ,LotteryUSA,,,
2024-11-28,"5, 8, 8",$500 ,LotteryUSA,,,
2024-11-27,"0, 0, 6",$500 ,LotteryUSA,,,
2024-11-26,"8, 9, 0",$500 ,LotteryUSA,,,
2024-11-25,"1, 8, 2",$500 ,LotteryUSA,,,
2024-11-24,"4, 6, 7",$500 ,LotteryUSA,,,
2024-11-23,"1, 7, 6",$500 ,LotteryUSA,,,
2024-11-22,"5, 6, 4",$500 ,LotteryUSA,,,
2024-11-21,"0, 9, 6",$500 ,LotteryUSA,,,
2024-11-20,"6, 8, 8",$500 ,LotteryUSA,,,
2024-11-19,"9, 4, 4",$500 ,LotteryUSA,,,
2024-11-18,"1, 1, 0",$500 ,LotteryUSA,,,
2024-11-17,"7, 9, 0",$500 ,LotteryUSA,,,
2024-11-16,"4, 1, 1",$500 ,LotteryUSA,,,
2024-11-15,"4, 5, 5",$500 ,LotteryUSA,,,
2024-11-14,"9, 0, 9",$500 ,LotteryUSA,,,
2024-11-13,"2, 9, 0",$500 ,LotteryUSA,,,
2024-11-12,"7, 3, 1",$500 ,LotteryUSA,,,
2024-11-11,"4, 2, 6",$500 ,LotteryUSA,,,
2024-11-10,"9, 7, 7",$500 ,LotteryUSA,,,
2024-11-09,"0, 5, 0",$500 ,LotteryUSA,,,
2024-11-08,"9, 2, 1",$500 ,LotteryUSA,,,
2024-11-07,"1, 9, 7",$500 ,LotteryUSA,,,
2024-11-06,"4, 1, 7",$500 ,LotteryUSA,,,
2024-11-05,"4, 2, 7",$500 ,LotteryUSA,,,
2024-11-04,"3, 0, 6",$500 ,LotteryUSA,,,
2024-11-03,"4, 7, 5",$500 ,LotteryUSA,,,
2024-11-02,"5, 0, 5",$500 ,LotteryUSA,,,
2024-11-01,"9, 8, 8",$500 ,LotteryUSA,,,
2024-10-31,"4, 0, 0",$500 ,LotteryUSA,,,
2024-10-30,"1, 1, 4",$500 ,LotteryUSA,,,
2024-10-29,"2, 7, 4",$500 ,LotteryUSA,,,
2021-01-01,,,PDF_OCR,2.0,1.0,9.0
2021-01-01,,,PDF_OCR,3.0,5.0,4.0
2021-01-01,,,PDF_OCR,3.0,1.0,9.0
2021-01-01,,,PDF_OCR,2.0,3.0,3.0
2021-01-01,,,PDF_OCR,5.0,1.0,6.0
2021-01-01,,,PDF_OCR,2.0,5.0,2.0
2021-01-01,,,PDF_OCR,3.0,8.0,1.0
2021-01-01,,,PDF_OCR,3.0,8.0,0.0
2021-01-01,,,PDF_OCR,3.0,2.0,7.0
2021-01-01,,,PDF_OCR,3.0,2.0,2.0
2021-01-01,,,PDF_OCR,2.0,2.0,2.0
2021-01-01,,,PDF_OCR,4.0,0.0,4.0
2021-01-01,,,PDF_OCR,6.0,9.0,1.0
2021-01-01,,,PDF_OCR,2.0,0.0,2.0
2021-01-01,,,PDF_OCR,0.0,9.0,0.0
2021-01-01,,,PDF_OCR,5.0,6.0,6.0
2021-01-01,,,PDF_OCR,3.0,1.0,5.0
2021-01-01,,,PDF_OCR,9.0,0.0,9.0
2021-01-01,,,PDF_OCR,6.0,0.0,5.0
2021-01-01,,,PDF_OCR,4.0,4.0,0.0
2021-01-01,,,PDF_OCR,1.0,0.0,4.0
2021-01-01,,,PDF_OCR,1.0,8.0,0.0
2021-01-01,,,PDF_OCR,0.0,8.0,2.0
2021-01-01,,,PDF_OCR,0.0,6.0,1.0
2021-01-01,,,PDF_OCR,2.0,1.0,4.0
2021-01-01,,,PDF_OCR,4.0,3.0,4.0
2021-01-01,,,PDF_OCR,2.0,4.0,2.0
2021-01-01,,,PDF_OCR,5.0,2.0,6.0
2021-01-01,,,PDF_OCR,3.0,2.0,6.0
2021-01-01,,,PDF_OCR,3.0,5.0,3.0
2021-01-01,,,PDF_OCR,7.0,0.0,2.0
2021-01-01,,,PDF_OCR,9.0,2.0,6.0
2021-01-01,,,PDF_OCR,5.0,1.0,7.0
2021-01-01,,,PDF_OCR,2.0,0.0,6.0
2021-01-01,,,PDF_OCR,1.0,7.0,2.0
2021-01-01,,,PDF_OCR,2.0,5.0,7.0
2021-01-01,,,PDF_OCR,9.0,2.0,2.0
2021-01-01,,,PDF_OCR,0.0,5.0,1.0
2021-01-01,,,PDF_OCR,2.0,8.0,3.0
2021-01-01,,,PDF_OCR,1.0,0.0,2.0
2021-01-01,,,PDF_OCR,6.0,3.0,8.0
2021-01-01,,,PDF_OCR,3.0,5.0,6.0
2021-01-01,,,PDF_OCR,7.0,2.0,8.0
2021-01-01,,,PDF_OCR,2.0,7.0,6.0
2021-01-01,,,PDF_OCR,0.0,4.0,4.0
2021-01-01,,,PDF_OCR,5.0,0.0,5.0
2021-01-01,,,PDF_OCR,3.0,1.0,0.0
2021-01-01,,,PDF_OCR,3.0,0.0,3.0
2021-01-01,,,PDF_OCR,2.0,8.0,8.0
2021-01-01,,,PDF_OCR,6.0,2.0,9.0
2021-01-01,,,PDF_OCR,1.0,2.0,3.0
2021-01-01,,,PDF_OCR,2.0,7.0,2.0
2021-01-01,,,PDF_OCR,1.0,7.0,7.0
2021-01-01,,,PDF_OCR,0.0,4.0,1.0
2021-01-01,,,PDF_OCR,6.0,2.0,5.0
2021-01-01,,,PDF_OCR,4.0,0.0,7.0
2021-01-01,,,PDF_OCR,1.0,5.0,0.0
2021-01-01,,,PDF_OCR,2.0,0.0,3.0
2021-01-01,,,PDF_OCR,1.0,1.0,3.0
2021-01-01,,,PDF_OCR,3.0,3.0,5.0
2021-01-01,,,PDF_OCR,1.0,1.0,4.0
2021-01-01,,,PDF_OCR,8.0,2.0,4.0
2021-01-01,,,PDF_OCR,0.0,9.0,1.0
2021-01-01,,,PDF_OCR,0.0,7.0,5.0
2021-01-01,,,PDF_OCR,2.0,4.0,6.0
2021-01-01,,,PDF_OCR,5.0,6.0,4.0
2021-01-01,,,PDF_OCR,1.0,5.0,8.0
2021-01-01,,,PDF_OCR,9.0,7.0,3.0
2021-01-01,,,PDF_OCR,0.0,0.0,7.0
2021-01-01,,,PDF_OCR,5.0,1.0,0.0
2021-01-01,,,PDF_OCR,1.0,0.0,1.0
2021-01-01,,,PDF_OCR,1.0,1.0,7.0
2021-01-01,,,PDF_OCR,2.0,7.0,5.0
2021-01-01,,,PDF_OCR,0.0,8.0,1.0
2021-01-01,,,PDF_OCR,4.0,1.0,6.0
2021-01-01,,,PDF_OCR,1.0,2.0,1.0
2021-01-01,,,PDF_OCR,6.0,0.0,2.0
2021-01-01,,,PDF_OCR,5.0,2.0,9.0
